,course id,name,dept,year,semester,section,instructor,hrs,responses,date
39363,76269,SURVY FRM SCREENWRTG,ENG,2012,Spring,A,SHARON DILWORTH,7.18,12,2012-01
39364,76270,WRITNG FOR PROFESSNS,ENG,2012,Spring,C,CAROLYN COMMER,7.36,14,2012-01
39366,76270,WRITNG FOR PROFESSNS,ENG,2012,Spring,X,LUDMILA HYMAN,7.25,8,2012-01
39367,76271,INTR PROF TECH WRIT,ENG,2012,Spring,A,JAMES WYNN,9.5,8,2012-01
39368,76313,19TH CNTY LITERATURE,ENG,2012,Spring,A,JON KLANCHER,6.5,6,2012-01
39372,76334,19C LIT & CULTRL STU,ENG,2012,Spring,A,KATHLEEN NEWMAN,7.5,6,2012-01
39373,76335,20TH C LIT CUL STUDY,ENG,2012,Spring,A,JEFFREY WILLIAMS,7.0,6,2012-01
39375,76340,TOPICS IN RHETORIC,ENG,2012,Spring,A,BARBARA JOHNSTONE,4.57,7,2012-01
39376,76345,RENAISSANCE STUDIES,ENG,2012,Spring,A,CHRISTOPHER WARREN,8.43,7,2012-01
39377,76349,LOST GENERATION,ENG,2012,Spring,A,ALAN KENNEDY,5.86,7,2012-01
39378,76360,LITRY JOURNLM WRKSHP,ENG,2012,Spring,A,JANE MCCAFFERTY,7.5,6,2012-01
39379,76364,RDNGS IN FORMS FICTN,ENG,2012,Spring,A,JANE MCCAFFERTY,7.0,9,2012-01
39380,76365,BEGINING POETRY WKSP,ENG,2012,Spring,A,TERRANCE HAYES,6.29,14,2012-01
39381,76366,SYMP PTRY ART JNL RV,ENG,2012,Spring,A,YONA HARVEY,5.86,7,2012-01
39382,76373,TPC RHETORIC ARGUMNT,ENG,2012,Spring,A,ANDREEA RITIVOI,5.6,10,2012-01
39385,76386,LANGUAGE & CULTURE,ENG,2012,Spring,A,ADAM HODGES,5.75,8,2012-01
39387,76390,STYLE,ENG,2012,Spring,A,JOHN ODDO,7.36,14,2012-01
39389,76395,SCIENCE WRITING,ENG,2012,Spring,A,MARK ROTH,7.14,7,2012-01
39393,76420,PROCESS READ WRITING,ENG,2012,Spring,A,LINDA FLOWER,6.5,6,2012-01
39394,76431,CHAUCER,ENG,2012,Spring,A,PEGGY KNAPP,6.88,8,2012-01
39397,76460,BEGIN FICTION WRKSHP,ENG,2012,Spring,A,SHARON DILWORTH,8.0,8,2012-01
39398,76461,SP PRJS:SCRG FCT WKS,ENG,2012,Spring,A,JANE BERNSTEIN,10.25,8,2012-01
39399,76464,CREATIVE NONFCN WKSH,ENG,2012,Spring,A,HILARY MASTERS,7.14,7,2012-01
39400,76465,ADV POETRY WORKSHOP,ENG,2012,Spring,A,JAMES DANIELS,9.2,6,2012-01
39402,76472,ADVANCED JOURNALISM,ENG,2012,Spring,A,THOMAS OBOYLE,8.43,7,2012-01
39409,76735,20TH CNTY LTY CLT SD,ENG,2012,Spring,A,JEFFREY WILLIAMS,9.88,8,2012-01
39411,76774,SOFTWR DOCMENTATION,ENG,2012,Spring,A,JENNIFER CIROLI,10.5,6,2012-01
39413,76779,MKTG PBLC RLT CRP CM,ENG,2012,Spring,A,ERIC SLOSS,6.25,12,2012-01
39414,76780,GRAD DESGN SEMR II,ENG,2012,Spring,A,SUGURU ISHIZAKI,8.86,7,2012-01
39416,76791,DOCUMENT DESIGN,ENG,2012,Spring,A,SUGURU ISHIZAKI,8.5,19,2012-01
39418,76811,18TH CNY LTY CLT STD,ENG,2012,Spring,A,KRISTINA STRAUB,10.57,7,2012-01
39423,76834,20TH CNY LTY CLT STD,ENG,2012,Spring,A,KATHLEEN NEWMAN,11.0,12,2012-01
39424,76837,POSTCOLONIAL STUDIES,ENG,2012,Spring,A,MARIAN AGUIAR,8.0,7,2012-01
39426,76858,SOCIOLOGY OF CULTURE,ENG,2012,Spring,A,JON KLANCHER,8.46,14,2012-01
39429,76882,HISTORY OF RHETORIC,ENG,2012,Spring,A,JOHN ODDO,10.5,6,2012-01
39431,76887,WEB DESIGN,ENG,2012,Spring,A,NECIA WERNER,9.71,14,2012-01
39434,79104,GLOBAL HISTORIES,HIS,2012,Spring,1,ROGER ROUSE,5.45,67,2012-01
39435,79104,GLOBAL HISTORIES,HIS,2012,Spring,2,ROGER ROUSE,5.91,54,2012-01
39436,79104,GLOBAL HISTORIES,HIS,2012,Spring,3,NICO SLATE,5.07,83,2012-01
39438,79165,HISTORN DECTV STRYTL,HIS,2012,Spring,A,Joseph Devine,7.7,10,2012-01
39440,79177,FS SEM:SOC IMPT WAR,HIS,2012,Spring,A,TIMOTHY HAGGERTY,6.71,7,2012-01
39443,79225,WEST AFRCN HSTY FILM,HIS,2012,Spring,A,Edda FIELDS-BLACK,11.5,6,2012-01
39445,79229,ORG ARB IS CONFLICT,HIS,2012,Spring,A,LAURIE EISENBERG,6.67,9,2012-01
39446,79231,AM FORGN POL 1945-PR,HIS,2012,Spring,A,NAUM KATS,4.54,13,2012-01
39449,79244,WMN AMERICAN HSTRY,HIS,2012,Spring,A,MICHELLE MOCK,6.11,19,2012-01
39450,79249,20TH CENTURY U.S.,HIS,2012,Spring,A,JARED DAY,7.18,11,2012-01
39452,79251,INDIA/AM DMCY DV DEV,HIS,2012,Spring,A,NICO SLATE,5.95,22,2012-01
39453,79255,IRISH HISTORY,HIS,2012,Spring,A,JASON MORGAN,5.3,10,2012-01
39454,79257,GERMANY SECN WRLD WR,HIS,2012,Spring,A,DONNA HARSCH,6.67,10,2012-01
39455,79266,RSN HST: COMM CAPTLM,HIS,2012,Spring,A,CARMINE STORELLA,7.57,7,2012-01
39456,79275,INTRO TO GLOBAL STDS,HIS,2012,Spring,A,RICHARD MADDOX,5.5,12,2012-01
39457,79276,GLBL LC TH HS AN GLB,HIS,2012,Spring,A,RICHARD MADDOX,6.62,13,2012-01
39458,79278,RG RP: IN PEOPLE MED,HIS,2012,Spring,A,JUDITH SCHACHTER,7.18,11,2012-01
39461,79288,BS HIS LT AM US REL,HIS,2012,Spring,A,JOHN SOLURI,6.71,14,2012-01
39463,79295,RACE RELTN ATLC WRLD,HIS,2012,Spring,A,SHAWN ALFONSO-WELLS,7.1,10,2012-01
39466,79306,DELQCY CRM JUVNL JST,HIS,2012,Spring,A,STEVEN SCHLOSSMAN,7.79,14,2012-01
39467,79309,20TH CNTRY CHNA FLM,HIS,2012,Spring,1,DONALD SUTTON,6.29,14,2012-01
39470,79319,BOHM OTHR CLTL REBLS,HIS,2012,Spring,A,AARON SHKUDA,7.25,8,2012-01
39473,79330,MEDICINE & SOCIETY,HIS,2012,Spring,A,CAROLINE ACKER,8.19,16,2012-01
39474,79340,GND RC AM SP: HS CON,HIS,2012,Spring,A,STEVEN SCHLOSSMAN,5.55,11,2012-01
39475,79345,ROOTS OF ROCK & ROLL,HIS,2012,Spring,A,SCOTT SANDAGE,8.32,37,2012-01
39476,79349,THE HOLCST HSTCL PRP,HIS,2012,Spring,A,BARBARA BURSTIN,7.33,9,2012-01
39478,79355,WORLD CITIZENSHIP,HIS,2012,Spring,A,KAREN FAULK,7.63,8,2012-01
39479,79356,FAUST LEGND HM & ABD,HIS,2012,Spring,A,CHARLENE CASTELLANO,6.5,6,2012-01
39480,79357,SP TPCS: HS BL AM MS,HIS,2012,Spring,A,KENNETH KEELING,5.38,9,2012-01
39482,79372,PERSPTV URBN ENVIRM,HIS,2012,Spring,A,JOEL TARR,4.57,14,2012-01
39483,79393,GNTR RC CLS URB HSTY,HIS,2012,Spring,A,AARON SHKUDA,7.63,8,2012-01
39484,79394,RVL PGH:MAL MIL MEDC,HIS,2012,Spring,A,JARED DAY,7.5,7,2012-01
39485,79396,MUSIC & SOCIETY CNTY,HIS,2012,Spring,A,NAUM KATS,4.54,13,2012-01
39486,79400,ADV SEM GLOBL STUDES,HIS,2012,Spring,A,JOHN SOLURI,8.55,11,2012-01
39490,65102,HUMANTIES SCHOLRS II,HSS,2012,Spring,A,CLARK GLYMOUR,2.5,6,2012-01
39491,65402,HUM SCHLRS SR RES SM,HSS,2012,Spring,A,TIMOTHY HAGGERTY,5.0,8,2012-01
39494,67211,INTRO BUS SYS PRGM,ISH,2012,Spring,A,JOSEPH SCOTT,4.5,6,2012-01
39495,67272,APPLCTN DESGN & DEV,ISH,2012,Spring,1,CLARENCE HEIMANN,10.73,22,2012-01
39496,67272,APPLCTN DESGN & DEV,ISH,2012,Spring,2,CLARENCE HEIMANN,8.86,7,2012-01
39499,67306,MGT COMPTRS INFO SYS,ISH,2012,Spring,A4,CHRISTOPHER KOWALSKY,5.0,6,2012-01
39502,67329,CONTP THMS GLBL SYST,ISH,2012,Spring,A,JERIA MCKNIGHT,6.64,11,2012-01
39504,67330,TECHNOLGY CONST COMM,ISH,2012,Spring,A,JOSEPH MERTZ,12.0,6,2012-01
39505,67360,APPLIED ANALYTC,ISH,2012,Spring,A,RAJA SOORIAMURTHI,6.13,8,2012-01
39509,82101,ELEMENTARY FRENCH I,ML,2012,Spring,A,ASHLIE HENERY,7.67,9,2012-01
39510,82102,ELEMENTARY FRENCH II,ML,2012,Spring,A,ESTER HOOGSTADEN,6.88,8,2012-01
39511,82104,ELEM FRNCH II ONLINE,ML,2012,Spring,A,NEVINE ABRAHAM,8.0,6,2012-01
39513,82121,ELEMENTARY GERMAN I,ML,2012,Spring,A,DANIEL WALTER,7.54,13,2012-01
39514,82122,ELEMENTARY GERMAN II,ML,2012,Spring,A,CHRISTIAN HALLSTEIN,9.67,9,2012-01
39519,82132,ELEM CHINESE II,ML,2012,Spring,D,GANG LIU,9.5,10,2012-01
39521,82132,ELEM CHINESE II,ML,2012,Spring,F,JING WANG,8.0,9,2012-01
39523,82134,ELE CHINESE ONLINE 2,ML,2012,Spring,A,SUE-MEI WU,5.3,10,2012-01
39524,82141,ELEMENTARY SPANISH I,ML,2012,Spring,A,MARIA ROSA RODRIGUEZ,11.0,6,2012-01
39525,82141,ELEMENTARY SPANISH I,ML,2012,Spring,B,MARIA ROSA RODRIGUEZ,10.5,12,2012-01
39532,82162,ELEM ITALIAN II,ML,2012,Spring,C,JANICE VAIRO,8.3,10,2012-01
39537,82172,ELEM JAPANESE II,ML,2012,Spring,C,ERIC WALLACE,9.0,6,2012-01
39538,82172,ELEM JAPANESE II,ML,2012,Spring,D,MAMORU HATAKEYAMA,10.0,9,2012-01
39539,82172,ELEM JAPANESE II,ML,2012,Spring,E,FANG-CHI SCHEIDE,7.45,11,2012-01
39540,82172,ELEM JAPANESE II,ML,2012,Spring,F,FANG-CHI SCHEIDE,10.63,16,2012-01
39541,82186,FR SM:RSSN CLT,ML,2012,Spring,A,NAUM KATS,7.33,9,2012-01
39543,82201,INTERMED FRENCH I,ML,2012,Spring,A,MICHAEL WEST,6.0,6,2012-01
39544,82202,INTERMED FRENCH II,ML,2012,Spring,A,ESTER HOOGSTADEN,8.67,9,2012-01
39551,82232,INTERMED CHINESE II,ML,2012,Spring,C,TIANXUE YAO,7.75,13,2012-01
39556,82242,INTERMED SPANISH II,ML,2012,Spring,A,FELIPE GOMEZ,10.5,6,2012-01
39557,82242,INTERMED SPANISH II,ML,2012,Spring,B,FELIPE GOMEZ,11.33,9,2012-01
39560,82272,INTERMED JAPANESE II,ML,2012,Spring,A,YASUFUMI IWASAKI,9.8,10,2012-01
39561,82272,INTERMED JAPANESE II,ML,2012,Spring,B,YASUFUMI IWASAKI,8.3,10,2012-01
39562,82273,INTRO JAP LANG/CULT,ML,2012,Spring,B,BARBARA LITT,5.5,12,2012-01
39566,82303,FRENCH CULTURE,ML,2012,Spring,A,BONNIE YOUNGS,9.5,12,2012-01
39567,82304,FRANCOPHONE WORLD,ML,2012,Spring,A,MICHAEL WEST,5.67,9,2012-01
39569,82323,GER AUS SWZRLND 20 C,ML,2012,Spring,A,STEPHEN BROCKMANN,6.5,6,2012-01
39570,82332,ADVANCED CHINESE II,ML,2012,Spring,A,GANG LIU,6.29,7,2012-01
39572,82332,ADVANCED CHINESE II,ML,2012,Spring,C,YUEMING YU,6.91,11,2012-01
39573,82332,ADVANCED CHINESE II,ML,2012,Spring,D,JING WANG,6.13,8,2012-01
39574,82333,INTRO CHNSE LNG CUL,ML,2012,Spring,A,ELISABETH KASKE,6.5,12,2012-01
39575,82335,READINGS IN CHINESE,ML,2012,Spring,A,TIANXUE YAO,6.5,12,2012-01
39576,82342,SPAIN LNG & CLT,ML,2012,Spring,A,CANDACE SKIBBA,9.13,8,2012-01
39577,82343,LAT AME-LANG & CLTR,ML,2012,Spring,A,KENYA DWORKIN,9.0,6,2012-01
39578,82344,U.S. LATINOS LG CULT,ML,2012,Spring,A,THERESE TARDIO,7.5,6,2012-01
39581,82372,ADVANCED JAPANESE II,ML,2012,Spring,A,YOSHIHIRO YASUHARA,8.0,7,2012-01
39582,82372,ADVANCED JAPANESE II,ML,2012,Spring,B,YOSHIHIRO YASUHARA,6.5,6,2012-01
39583,82372,ADVANCED JAPANESE II,ML,2012,Spring,C,YASUFUMI IWASAKI,6.67,9,2012-01
39590,82436,INTRO CLASSCL CHNESE,ML,2012,Spring,A,SUE-MEI WU,5.94,16,2012-01
39593,82456,TPC HISPNC STUDIES,ML,2012,Spring,A,THERESE TARDIO,7.8,15,2012-01
39594,82474,TPCS JAPANESE STDIES,ML,2012,Spring,A,YOSHIHIRO YASUHARA,7.81,16,2012-01
39596,82580,SR SEM MODERN LANG,ML,2012,Spring,A,G RICHARD TUCKER,2.33,18,2012-01
39599,82780,GRAD RESRCH SEMINAR,ML,2012,Spring,A,AMY HUBBARD,4.57,7,2012-01
39604,82894,TCHG MODRN LNG CLTR,ML,2012,Spring,A,BONNIE YOUNGS,8.5,6,2012-01
39605,80100,INTRO TO PHILOSOPHY,PHI,2012,Spring,1,ANDY NORMAN,8.3,20,2012-01
39606,80100,INTRO TO PHILOSOPHY,PHI,2012,Spring,2,ANDY NORMAN,8.16,19,2012-01
39607,80100,INTRO TO PHILOSOPHY,PHI,2012,Spring,3,CONOR MAYO-WILSON,6.43,22,2012-01
39608,80135,INTRO POLITC PHILOS,PHI,2012,Spring,A,ROBERT CAVALIER,5.21,14,2012-01
39609,80136,SOC STR PUB POL ETCS,PHI,2012,Spring,A,EFTHYMIOS ATHANASIOU,4.38,24,2012-01
39610,80180,NATURE OF LANGUAGE,PHI,2012,Spring,1,THOMAS WERNER,5.93,42,2012-01
39611,80210,LOGIC AND PROOFS,PHI,2012,Spring,A,DAVIN LAFON,5.75,8,2012-01
39612,80210,LOGIC AND PROOFS,PHI,2012,Spring,B,DAVIN LAFON,6.0,10,2012-01
39613,80230,ETHICAL THEORY,PHI,2012,Spring,A,ALEX LONDON,8.25,12,2012-01
39614,80245,MEDICAL ETHICS,PHI,2012,Spring,A,ALEX LONDON,8.0,15,2012-01
39615,80251,MODERN PHILOS,PHI,2012,Spring,A,ROBERT CAVALIER,6.15,13,2012-01
39616,80280,LINGUISTIC ANALYSIS,PHI,2012,Spring,A,THOMAS WERNER,4.67,9,2012-01
39618,80311,UNDEC & INCOMPLTNS,PHI,2012,Spring,A,TEDDY SEIDENFELD,7.11,29,2012-01
39619,80321,CASTN LAW SOCL POLCY,PHI,2012,Spring,A,RICHARD SCHEINES,6.36,11,2012-01
39620,80323,PHILOSOPHY OF BIOLGY,PHI,2012,Spring,A,LEAH HENDERSON,5.43,14,2012-01
39621,80344,MGT ENVIRONMT ETHICS,PHI,2012,Spring,A,PETER MADSEN,6.69,16,2012-01
39623,80354,ANALYTIC PHILOSOPHY,PHI,2012,Spring,A,SUSAN STERRETT,6.0,9,2012-01
39624,80405,GAME THEORY,PHI,2012,Spring,A,EFTHYMIOS ATHANASIOU,5.0,8,2012-01
39625,80602,PHILOSPY CORE SEM II,PHI,2012,Spring,A,JEREMY AVIGAD,11.5,7,2012-01
39635,85211,COGNTV PSYCHOLOGY,PSY,2012,Spring,A,JOHN HAYES,4.76,63,2012-01
39636,85211,COGNTV PSYCHOLOGY,PSY,2012,Spring,B,DAVID REITTER,6.14,64,2012-01
39637,85221,PRINC CHILD DVLPMNT,PSY,2012,Spring,A,SHARON CARVER,9.29,36,2012-01
39638,85241,SOCIAL PSYCHOLOGY,PSY,2012,Spring,A,CHANTE BOYD,5.6,47,2012-01
39639,85241,SOCIAL PSYCHOLOGY,PSY,2012,Spring,B,VICKI HELGESON,6.59,69,2012-01
39640,85251,PERSONALITY,PSY,2012,Spring,A,NICK WILLIAMS,4.72,79,2012-01
39641,85261,ABNORMAL PSYCHOLOGY,PSY,2012,Spring,A,PHILLIP QUINQUE,5.2,45,2012-01
39642,85281,INTRO CLINICAL PSY,PSY,2012,Spring,A,BETH CHRISTIANO,6.13,8,2012-01
39643,85310,RSCH MTHD COG PSY,PSY,2012,Spring,A,LAURIE HELLER,8.67,9,2012-01
39644,85320,RSCH MTHD DEV PSYCH,PSY,2012,Spring,A,ERIK THIESSEN,7.31,13,2012-01
39646,85340,RSCH MTHDS SOC PSY,PSY,2012,Spring,A,BROOKE FEENEY,6.29,14,2012-01
39647,85340,RSCH MTHDS SOC PSY,PSY,2012,Spring,B,JOSHUA FETTERMAN,5.86,7,2012-01
39648,85350,PSYCHLGY PREJUDICE,PSY,2012,Spring,A,CHANTE BOYD,6.5,8,2012-01
39649,85352,EVOLUTNARY PSYCHOLGY,PSY,2012,Spring,A,DAVID RAKISON,6.13,16,2012-01
39650,85356,COG NEUROSCI SOUND,PSY,2012,Spring,A,LORI HOLT,8.0,6,2012-01
39651,85395,APPLCTNS COG SCIENCE,PSY,2012,Spring,A,ROBERTA KLATZKY,9.67,9,2012-01
39652,85408,VISUAL COGNITION,PSY,2012,Spring,A,DAVID PLAUT,6.0,9,2012-01
39653,85414,CGNTV NEUROPSYCH,PSY,2012,Spring,A,MARLENE BEHRMANN,8.33,9,2012-01
39654,85419,INTRO PAR DISTR PROC,PSY,2012,Spring,A,DAVID PLAUT,8.0,7,2012-01
39655,85426,LEARNING HMN MACHINE,PSY,2012,Spring,A,CHARLES KEMP,8.33,9,2012-01
39656,85429,COGN BRAIN IMAGING,PSY,2012,Spring,A,MARCEL JUST,7.0,9,2012-01
39657,85443,SOCL FCTRS WELL BENG,PSY,2012,Spring,A,SHELDON COHEN,8.69,13,2012-01
39658,85480,INTRN CLINICAL PSY,PSY,2012,Spring,A,BETH CHRISTIANO,8.0,6,2012-01
39659,85484,PRACTM CHLD DEVLPMNT,PSY,2012,Spring,A,SHARON CARVER,7.5,6,2012-01
39664,85719,INTRO PAR DISTR PROC,PSY,2012,Spring,A,DAVID PLAUT,7.0,7,2012-01
39666,85736,SCI RESRCH EDUCATION,PSY,2012,Spring,A,DAVID KLAHR,8.38,8,2012-01
39667,88120,REASN PASSN & COGNTN,SDS,2012,Spring,A,KARIM KASSAM,5.33,55,2012-01
39668,88184,TPC LAW BILL OF RGHT,SDS,2012,Spring,A,MARY JO MILLER,5.0,14,2012-01
39670,88221,POLICY ANALYSIS II,SDS,2012,Spring,A,CHRISTINA FONG,6.5,14,2012-01
39671,88223,DEC AN DEC SUP SYST,SDS,2012,Spring,A,PAUL FISCHBECK,9.89,38,2012-01
39673,88260,ORGANIZATIONS,SDS,2012,Spring,A,ERTE XIAO,6.83,18,2012-01
39675,88336,AUTOCRATS & DEMOCRTS,SDS,2012,Spring,A,ANDREA JONES-ROOY,5.0,8,2012-01
39676,88349,WAR AND PEACE,SDS,2012,Spring,A,ANNA GETMANSKY,5.67,9,2012-01
39677,88352,ENVR ECONMCS POLICY,SDS,2012,Spring,A,SILVIA TIEZZI,5.0,6,2012-01
39678,88357,COMPARTV FOREIGN POL,SDS,2012,Spring,A,SILVIA BORZUTZKY,6.75,12,2012-01
39679,88363,BEHVL ECONOMICS THRY,SDS,2012,Spring,A,JUAN SEBASTIAN LLERAS,6.5,6,2012-01
39682,88388,PSYCH MDL DECN MKG,SDS,2012,Spring,A,STEPHEN BROOMELL,8.27,11,2012-01
39685,88403,NETWKS & SOCL SYSTMS,SDS,2012,Spring,A,MICHELE TUMMINELLO,3.88,8,2012-01
39686,88405,RISK PERCPTN COMMNCT,SDS,2012,Spring,A,WANDI BRUINE DE BRUIN,5.33,9,2012-01
39687,88413,EN CLM HS SC TC PL,SDS,2012,Spring,A,DAVID HOUNSHELL,7.18,11,2012-01
39690,88635,ANLY MTHD CMPX SC SY,SDS,2012,Spring,A,STEPHEN BROOMELL,12.8,6,2012-01
39691,88721,EMTN:PH NE EX DEC MK,SDS,2012,Spring,A,KARIM KASSAM,9.88,8,2012-01
39692,88762,DYNMC MDLS DECSN MKG,SDS,2012,Spring,A,DAVID GREENSTREET,10.25,6,2012-01
39693,36149,STATISTICS FRESH SEM,STA,2012,Spring,A,PETER FREEMAN,5.6,10,2012-01
39694,36201,STATS REASON PRACTCE,STA,2012,Spring,1,GORDON WEINBERG,5.32,106,2012-01
39695,36202,STATISTICAL METHODS,STA,2012,Spring,1,GORDON WEINBERG,5.22,83,2012-01
39697,36217,PROB THEO RNDM PROC,STA,2012,Spring,A,ALESSANDRO RINALDO,7.42,63,2012-01
39699,36226,INTRO STATCL INFRCE,STA,2012,Spring,A,REBECCA NUGENT,8.48,64,2012-01
39700,36303,SAMPLING SURVEY SOC,STA,2012,Spring,A,BRIAN JUNKER,7.25,16,2012-01
39701,36315,STAT GRPHCS & VISUAL,STA,2012,Spring,1,REBECCA NUGENT,8.9,22,2012-01
39702,36402,ADV DATA ANALYSIS,STA,2012,Spring,A,COSMA SHALIZI,12.8,35,2012-01
39703,36410,INTRO PROB MODELING,STA,2012,Spring,A,JIASHUN JIN,6.93,28,2012-01
39704,36462,TOPICS IN STATISTICS,STA,2012,Spring,A,RYAN TIBSHIRANI,9.3,23,2012-01
39705,36490,UNDERGRAD RESEARCH,STA,2012,Spring,A,WILLIAM EDDY,7.5,6,2012-01
39706,36602,PERSPV STAT PRCT II,STA,2012,Spring,A,JOEL GREENHOUSE,5.0,10,2012-01
39708,36618,TOPIC IN DATA ANLYS,STA,2012,Spring,A,HOWARD SELTMAN,7.25,12,2012-01
39709,36662,TPCS: IN STATISTICS,STA,2012,Spring,A,RYAN TIBSHIRANI,8.5,12,2012-01
39710,36702,STATISTCL MACH LRNG,STA,2012,Spring,A,LARRY WASSERMAN,10.57,7,2012-01
39713,36722,APP CONT MULTV ANAL,STA,2012,Spring,A4,VINCENT VU,8.0,6,2012-01
39714,36724,APPL BAYESIAN MTHDS,STA,2012,Spring,A3,ANDREW THOMAS,12.33,9,2012-01
39715,36746,STAT METHD NEUROSCNC,STA,2012,Spring,A,ROBERT KASS,7.25,9,2012-01
39716,36752,ADV PROBABLTY OVERVW,STA,2012,Spring,A,STEPHEN HANNEKE,9.33,10,2012-01
39718,36784,PARALLEL COMPUTING,STA,2012,Spring,A4,ANDREW THOMAS,5.0,6,2012-01
39719,36785,ST SP HDN MRKV MODLS,STA,2012,Spring,A3,JING LEI,8.9,10,2012-01
39720,86595,NEURAL DATA ANALYS,CNB,2012,Fall,A,STEVEN CHASE,10.4,10,2012-09
39721,86712,COMPUTNL NEURSC VSN,CNB,2012,Fall,A,TAI-SING LEE,9.0,6,2012-09
39722,73100,PRINC OF ECONOMICS,ECO,2012,Fall,1,ANNELIES DEUSS,6.77,110,2012-09
39723,73100,PRINC OF ECONOMICS,ECO,2012,Fall,2,ANNELIES DEUSS,6.77,101,2012-09
39724,73100,PRINC OF ECONOMICS,ECO,2012,Fall,3,STEPHEN CALABRESE,6.6,47,2012-09
39726,73101,FRESHMAN SEMINAR,ECO,2012,Fall,B,CAROL GOLDBURG,5.67,9,2012-09
39727,73230,INTERMEDT MICRCOMCS,ECO,2012,Fall,1,CHRISTOPH MUELLER,7.6,31,2012-09
39728,73230,INTERMEDT MICRCOMCS,ECO,2012,Fall,2,CHRISTOPH MUELLER,7.0,30,2012-09
39729,73230,INTERMEDT MICRCOMCS,ECO,2012,Fall,A,DARIO CESTAU,6.69,16,2012-09
39730,73230,INTERMEDT MICRCOMCS,ECO,2012,Fall,B,CIGDEM KORPEOGLU,7.2,15,2012-09
39731,73230,INTERMEDT MICRCOMCS,ECO,2012,Fall,C,DARIO CESTAU,6.0,19,2012-09
39732,73230,INTERMEDT MICRCOMCS,ECO,2012,Fall,D,CIGDEM KORPEOGLU,6.2,10,2012-09
39733,73240,INTERMD MACROECONOMC,ECO,2012,Fall,1,ARIEL ZETLIN-JONES,9.35,40,2012-09
39734,73240,INTERMD MACROECONOMC,ECO,2012,Fall,2,ARIEL ZETLIN-JONES,8.41,37,2012-09
39735,73240,INTERMD MACROECONOMC,ECO,2012,Fall,3,STEPHEN CALABRESE,7.22,29,2012-09
39736,73240,INTERMD MACROECONOMC,ECO,2012,Fall,A,JIAXU WANG,8.63,19,2012-09
39737,73240,INTERMD MACROECONOMC,ECO,2012,Fall,B,ANTONIO BELLOFATTO,8.0,13,2012-09
39738,73240,INTERMD MACROECONOMC,ECO,2012,Fall,C,JIAXU WANG,7.33,18,2012-09
39739,73240,INTERMD MACROECONOMC,ECO,2012,Fall,D,ANTONIO BELLOFATTO,6.24,18,2012-09
39740,73252,ADV MICROECON THEORY,ECO,2012,Fall,A1,ANNELIES DEUSS,6.0,10,2012-09
39741,73253,ADV MACROECON THEORY,ECO,2012,Fall,A2,CHRISTOPHER SLEET,7.0,9,2012-09
39742,73270,WRITING FOR ECONOMST,ECO,2012,Fall,A,NANCY KOERBEL,5.0,10,2012-09
39743,73310,EVLTN ECNMC IDS ANLY,ECO,2012,Fall,A,BENNETT MCCALLUM,4.57,7,2012-09
39744,73331,POL ECNMY INEQL REDS,ECO,2012,Fall,A,CHRISTINA FONG,8.0,6,2012-09
39745,73347,GAME THEORY ECON,ECO,2012,Fall,A,ISA HAFALIR,7.71,21,2012-09
39746,73348,BEHAVIORAL ECONOMCS,ECO,2012,Fall,A,ELIF INCEKARA HAFALIR,6.5,20,2012-09
39747,73359,BENEFIT-COST ANALYSS,ECO,2012,Fall,A,FREDERICK RUETER,6.38,14,2012-09
39749,73363,ECONOMETRICS,ECO,2012,Fall,A,YAROSLAV KRYUKOV,8.63,19,2012-09
39751,73421,EMERGING MARKETS,ECO,2012,Fall,A,LAURENCE ALES,7.37,19,2012-09
39752,73440,AUCTIONS AND MARKETS,ECO,2012,Fall,A,ISA HAFALIR,6.38,14,2012-09
39753,73469,GLBL ELECTRONIC MKTS,ECO,2012,Fall,A,STEPHEN SPEAR,5.8,15,2012-09
39754,73497,SENIOR PROJECT,ECO,2012,Fall,A,REBECCA LESSEM,6.0,10,2012-09
39755,76100,READ WRITE ACAD CNTX,ENG,2012,Fall,A,DANIELLE WETZEL,6.25,13,2012-09
39756,76100,READ WRITE ACAD CNTX,ENG,2012,Fall,E,BRIAN CARPENTER,7.25,8,2012-09
39757,76100,READ WRITE ACAD CNTX,ENG,2012,Fall,F,BRIAN CARPENTER,8.38,8,2012-09
39758,76100,READ WRITE ACAD CNTX,ENG,2012,Fall,H,JANINE CARLOCK,6.85,13,2012-09
39759,76100,READ WRITE ACAD CNTX,ENG,2012,Fall,I,DANIEL WALTER,6.15,13,2012-09
39761,76100,READ WRITE ACAD CNTX,ENG,2012,Fall,WW,SILVIA PESSOA,8.64,16,2012-09
39762,76100,READ WRITE ACAD CNTX,ENG,2012,Fall,X,DUDLEY REYNOLDS,10.25,8,2012-09
39763,76100,READ WRITE ACAD CNTX,ENG,2012,Fall,XX,SILVIA PESSOA,7.57,7,2012-09
39764,76100,READ WRITE ACAD CNTX,ENG,2012,Fall,Y,LUDMILA HYMAN,8.67,9,2012-09
39765,76100,READ WRITE ACAD CNTX,ENG,2012,Fall,YY,THOMAS MITCHELL,8.3,10,2012-09
39766,76100,READ WRITE ACAD CNTX,ENG,2012,Fall,Z,SUSAN HAGAN,7.4,11,2012-09
