,course id,name,dept,year,semester,section,instructor,hrs,responses,date
23398,06261,FLUID MECHANICS,CHE,2014,Spring,A,MYUNG JHON,9.39,29,2014-01
23399,06262,MATH MTHDS CHEM ENGR,CHE,2014,Spring,A,ADITYA KHAIR,10.14,28,2014-01
23400,06361,UNIT OP CHEMICAL ENG,CHE,2014,Spring,A,KATHRYN WHITEHEAD,7.3,56,2014-01
23401,06363,TRANSPORT PROCSS LAB,CHE,2014,Spring,1,LYNN WALKER,10.21,38,2014-01
23402,06364,CHEMCL REACTION ENGN,CHE,2014,Spring,A,JAMES SCHNEIDER,10.57,35,2014-01
23404,06464,CHML ENG PROCESS CNT,CHE,2014,Spring,A,B ERIK YDSTIE,8.28,33,2014-01
23405,06607,PHYS CHEM COLL SURF,CHE,2014,Spring,A,DENNIS PRIEVE,10.52,24,2014-01
23408,06640,PRINC & APP MOLE SIM,CHE,2014,Spring,A,JOHN KITCHIN,12.23,13,2014-01
23409,06663,ANLY & MDG TRNSP PHN,CHE,2014,Spring,A,PAUL SIDES,9.74,31,2014-01
23410,06665,PROCESS SYSTEMS MDLG,CHE,2014,Spring,A,JOHN ESLICK,13.22,33,2014-01
23411,06720,ADV PROC SYS ENGIN,CHE,2014,Spring,A,IGNACIO GROSSMANN,16.21,14,2014-01
23412,06800,CHE GRADUATE SEMINAR,CHE,2014,Spring,A,JOHN KITCHIN,2.22,28,2014-01
23413,06802,CLDS PLYM SURF LB II,CHE,2014,Spring,A,ANNETTE JACOBSON,15.17,7,2014-01
23416,06820,PSE SEMINAR,CHE,2014,Spring,A,B ERIK YDSTIE,2.0,7,2014-01
23417,39200,BUSINESS FOR ENGINRS,CIT,2014,Spring,1,MICHAEL LANCET,5.57,21,2014-01
23418,39606,ENGINEERING DSGN PRJ,CIT,2014,Spring,A,JEFFERY HANSEN,8.41,22,2014-01
23419,39612,ENGY POLICY & ECONMC,CIT,2014,Spring,A4,JAY WHITACRE,11.3,21,2014-01
23420,39613,ENGY TRNSPT & STRGE,CIT,2014,Spring,A3,DAVID LANDIS,9.42,27,2014-01
23423,18213,INTR CMPTR SYSTEMS,ECE,2014,Spring,2,GREGORY KESDEN,16.03,30,2014-01
23424,18310,FUND SEMICONDTOR DEV,ECE,2014,Spring,1,PETER GILGUNN,9.5,10,2014-01
23425,18340,DIGITAL COMPUTATION,ECE,2014,Spring,1,RONALD BLANTON,12.59,17,2014-01
23426,18345,INTR TELECOM NETWRKS,ECE,2014,Spring,1,HYONG KIM,9.0,6,2014-01
23427,18348,EMBEDDED SYSTEMS ENG,ECE,2014,Spring,1,PHILIP KOOPMAN,12.53,37,2014-01
23428,18402,APPLIED ELECTRODYNMC,ECE,2014,Spring,A,JAMES BAIN,7.67,9,2014-01
23431,18421,ANALOG INTGTD CIR 1,ECE,2014,Spring,1,L. CARLEY,13.71,7,2014-01
23432,18422,DIGL INTGRD CIRC 1,ECE,2014,Spring,1,KENNETH MAI,14.7,10,2014-01
23433,18447,INTRO COMPUTER ARCH,ECE,2014,Spring,1,ONUR MUTLU,20.22,33,2014-01
23436,18491,FNDML SIGNL PRCSNG,ECE,2014,Spring,1,RICHARD STERN,15.0,14,2014-01
23438,18549,EMBEDDED SYSTMS DESN,ECE,2014,Spring,A,PRIYA NARASIMHAN,9.48,31,2014-01
23439,18578,MECHATRONIC DESIGN,ECE,2014,Spring,1,JOHN DOLAN,14.33,15,2014-01
23440,18601,ENTRPRSHP INNV TCHNL,ECE,2014,Spring,A,EDWARD ENGLER,6.64,11,2014-01
23441,18603,LEADERSHP FOR ENGNRS,ECE,2014,Spring,A,ARTHUR DAVIDSON,5.76,52,2014-01
23443,18615,MICRO NANO SYS FAB,ECE,2014,Spring,1,GIANLUCA PIAZZA,11.0,15,2014-01
23444,18637,WIRELESS NTWK SECRTY,ECE,2014,Spring,A,PATRICK TAGUE,10.11,9,2014-01
23446,18641,JAVA SMART PHN DEVLP,ECE,2014,Spring,A,SUKHJIT SINGH,13.33,54,2014-01
23449,18698,NEURAL SIGNL PROCSNG,ECE,2014,Spring,A,BYRON YU,13.04,27,2014-01
23450,18721,ADV ANALOG CIRCT DES,ECE,2014,Spring,A,JEYANANDH PARAMESH,13.0,10,2014-01
23451,18731,NETWORK SECURITY,ECE,2014,Spring,A,NICOLAS CHRISTIN,12.38,32,2014-01
23452,18732,SECURE SOFTWR SYSTMS,ECE,2014,Spring,A,LJUDEVIT BAUER,11.59,44,2014-01
23455,18748,WIRELSS SENSOR NTWKS,ECE,2014,Spring,A,RAGUNATHAN RAJKUMAR,13.0,14,2014-01
23456,18752,ESTIM DETECT IDENT,ECE,2014,Spring,A,OSMAN YAGAN,14.83,6,2014-01
23458,18753,INFORMTION THEORY,ECE,2014,Spring,A,ROHIT NEGI,10.39,18,2014-01
23459,18759,WIRELESS NETWORKS,ECE,2014,Spring,1,OZAN TONGUZ,11.77,13,2014-01
23460,18760,VLSI CAD: LOG TO LAY,ECE,2014,Spring,A,DIANA MARCULESCU,12.5,6,2014-01
23461,18764,TECH FDS SYS CHIP,ECE,2014,Spring,A,ANDRZEJ STROJWAS,9.5,13,2014-01
23463,18791,METHS MED IMAGI ANAL,ECE,2014,Spring,A,JOHN GALEOTTI,9.5,6,2014-01
23467,18799,SP TPC SIGNL PROCSNG,ECE,2014,Spring,K,YANG CAI,9.76,39,2014-01
23468,18799,SP TPC SIGNL PROCSNG,ECE,2014,Spring,M,OLE MENGSHOEL,12.17,6,2014-01
23469,18799,SP TPC SIGNL PROCSNG,ECE,2014,Spring,N,ASWIN SANKARANARAYANAN,10.1,10,2014-01
23474,18842,DISTRIBUTED SYSTEMS,ECE,2014,Spring,T,WILLIAM NACE,12.68,122,2014-01
23475,18843,MOBLE PERVASIVE COMP,ECE,2014,Spring,SV,PEI ZHANG,10.14,7,2014-01
23476,18845,INTERNET SERVICES,ECE,2014,Spring,A,DAVID OHALLARON,15.0,9,2014-01
23477,18869,SPCL TPCS: IN CAD,ECE,2014,Spring,D,RADU MARCULESCU,10.7,10,2014-01
23478,18875,ENG ECON EL ENGY SYS,ECE,2014,Spring,1,JOVAN ILIC,8.0,18,2014-01
23479,18879,SP TPCS SYSTMS CONTR,ECE,2014,Spring,M,GABRIELA HUG,13.07,14,2014-01
23480,18879,SP TPCS SYSTMS CONTR,ECE,2014,Spring,TU,JASON LOHN,11.44,9,2014-01
23481,19101,INTRO ENGR & PUB POL,EPP,2014,Spring,1,MARVIN SIRBU,10.03,33,2014-01
23482,19211,ETHCS POLICY CMPTNG,EPP,2014,Spring,A,JAMES HERBSLEB,6.29,7,2014-01
23483,19325,POLICY WRITING,EPP,2014,Spring,A,DENISE CARUSO,8.0,6,2014-01
23487,19443,SPECIAL TOPICS EPP,EPP,2014,Spring,D,PAULINA JARAMILLO,8.0,7,2014-01
23488,19626,CLIMATE SCI & POLICY,EPP,2014,Spring,A,PETER ADAMS,10.0,16,2014-01
23489,19655,SPECIAL TOPICS EPP,EPP,2014,Spring,C,ESWARAN SUBRAHMANIAN,7.33,12,2014-01
23490,19655,SPECIAL TOPICS EPP,EPP,2014,Spring,D,PAULINA JARAMILLO,11.0,9,2014-01
23492,19680,E&TIM SEM INNV MN PC,EPP,2014,Spring,A,JAMES BERARDONE,7.84,19,2014-01
23493,19681,MANAGERIAL ENG ECON,EPP,2014,Spring,1,FOLKE KAFKA,8.53,35,2014-01
23494,19682,STRAT MGT TECH INNOV,EPP,2014,Spring,1,CRISTOBAL CHEYRE FORESTIER,10.68,20,2014-01
23495,19682,STRAT MGT TECH INNOV,EPP,2014,Spring,A,CRISTOBAL CHEYRE FORESTIER,10.21,20,2014-01
23496,19686,NEW TECH COMM PUBPOL,EPP,2014,Spring,A,DEBORAH STINE,15.44,9,2014-01
23497,19689,FINC INV MNGM,EPP,2014,Spring,A4,JEFF HERSH,8.64,14,2014-01
23498,19692,MARKETING FOR INNOV,EPP,2014,Spring,A4,JAMES BERARDONE,10.0,9,2014-01
23499,19702,QUANT MTHDS POL ANAL,EPP,2014,Spring,A,PAUL FISCHBECK,11.21,14,2014-01
23500,19704,APPLD DATA ANALYSIS,EPP,2014,Spring,A4,ALEXANDER DAVIS,15.34,29,2014-01
23501,19714,ENV LFE CYC ASSMNT,EPP,2014,Spring,A,CHRIS HENDRICKSON,8.38,8,2014-01
23502,19716,SP TPC SCI TCH PLY,EPP,2014,Spring,A3,DEBORAH STINE,10.0,6,2014-01
23504,19724,MATERIALS ENGY STRGE,EPP,2014,Spring,A4,JAY WHITACRE,8.38,9,2014-01
23505,19726,MATH MDL ENV QUA SY,EPP,2014,Spring,A,MITCHELL SMALL,11.5,8,2014-01
23507,19740,CMBSTN AIR POL CNTRL,EPP,2014,Spring,A,ALBERT PRESTO,9.71,7,2014-01
23510,04602,MSIT FIRST-YEAR SEMR,ICT,2014,Spring,A,BRUCE KROGH,3.42,19,2014-01
23512,04621,MOBL SOC APPLC,ICT,2014,Spring,A,HEDDA SCHMIDTKE,14.0,13,2014-01
23513,04635,INTRD INFM SECURITY,ICT,2014,Spring,A,TIMOTHY BROWN,13.95,19,2014-01
23514,04644,WIRELESS NETWORK,ICT,2014,Spring,1,HEDDA SCHMIDTKE,19.8,26,2014-01
23515,04801,SP TPCS IN ICT  MINI,ICT,2014,Spring,A3,ZAIN KHAN,10.1,10,2014-01
23516,04801,SP TPCS IN ICT  MINI,ICT,2014,Spring,A4,SUZANA BROWN,7.57,7,2014-01
23517,04801,SP TPCS IN ICT  MINI,ICT,2014,Spring,B3,SUZANA BROWN,9.29,7,2014-01
23519,14740,FUND TELECOM NETWRKS,INI,2014,Spring,A,RAJEEV GANDHI,13.78,23,2014-01
23520,14774,MANAGERIAL ECON,INI,2014,Spring,A3,DAVID LAMONT,6.81,38,2014-01
23521,14775,BUSINESS MANAGEMENT,INI,2014,Spring,A4,DAVID LAMONT,7.9,32,2014-01
23522,14788,INFO SEC POL MGT,INI,2014,Spring,A4,RAHUL TELANG,7.23,31,2014-01
23525,14815,ENTRE INOV TCH,INI,2014,Spring,A,EDWARD ENGLER,5.55,11,2014-01
23526,14819,ST:INTRO SW REV-ENG,INI,2014,Spring,A,ALEXANDER VOLYNKIN,14.64,14,2014-01
23528,14822,HOST BASED FORENSICS,INI,2014,Spring,A,JEFFREY MATTSON,10.16,25,2014-01
23529,24101,FUND OF MECH ENGR,MEG,2014,Spring,1,ALAN MCGAUGHEY,6.22,76,2014-01
23531,24202,INTRO CMPTR AID DESG,MEG,2014,Spring,A3,CHRISTOPHER DERAMO,2.0,7,2014-01
23532,24202,INTRO CMPTR AID DESG,MEG,2014,Spring,B4,CHRISTOPHER DERAMO,2.18,17,2014-01
23533,24231,FLUID MECHANICS,MEG,2014,Spring,1,SHAWN LITSTER,9.15,106,2014-01
23534,24262,STRESS ANALYSIS,MEG,2014,Spring,1,PAUL STEIF,10.13,77,2014-01
23535,24292,ST RENEW ENERGY ENGR,MEG,2014,Spring,A,SHI-CHUNE YAO,7.06,18,2014-01
23536,24302,MECHNCL ENG SEM I,MEG,2014,Spring,A,ROBERT REID,2.25,12,2014-01
23537,24302,MECHNCL ENG SEM I,MEG,2014,Spring,B,ROBERT REID,3.0,6,2014-01
23538,24341,MANUFACTUR SCIENCES,MEG,2014,Spring,T,GLENN JARVIS,5.43,21,2014-01
23539,24352,DYNMC SYS & CONTROL,MEG,2014,Spring,A,ANIRBAN JANA,11.3,115,2014-01
23541,24358,SP TPC: CULNY MECHNC,MEG,2014,Spring,A,PHILIP LEDUC,5.27,11,2014-01
23544,24370,ENGINEERING DESIGN I,MEG,2014,Spring,1,STEVE COLLINS,11.64,104,2014-01
23546,24441,ENGINEERING DSIGN II,MEG,2014,Spring,A,LEVENT KARA,11.93,42,2014-01
23547,24441,ENGINEERING DSIGN II,MEG,2014,Spring,B,JEREMY MICHALEK,10.59,29,2014-01
23548,24615,MICROFLUIDICS,MEG,2014,Spring,A,SHELLEY ANNA,10.1,10,2014-01
23549,24623,MOL SIM MATERIAL,MEG,2014,Spring,A,CRAIG MALONEY,11.5,6,2014-01
23550,24628,ENG TRNSP CONV NANSC,MEG,2014,Spring,A,JONATHAN MALEN,9.13,32,2014-01
23551,24644,SP TPC: ADV PW PL DE,MEG,2014,Spring,A,NICHOLAS SIEFERT,13.5,8,2014-01
23552,24650,SP TPS APP FIN EL AN,MEG,2014,Spring,A,ROBERT REID,8.07,15,2014-01
23553,24650,SP TPS APP FIN EL AN,MEG,2014,Spring,B,ROBERT REID,6.74,19,2014-01
23554,24651,SPC TPC MAT SLC ENGR,MEG,2014,Spring,A,MAARTEN DE BOER,8.97,32,2014-01
23556,24658,CMPTNL BIO-MDL VISLN,MEG,2014,Spring,A,YONGJIE ZHANG,6.5,8,2014-01
23558,24671,SP TPC: PRC CNT ATMN,MEG,2014,Spring,A,DANIEL OPILA,12.44,16,2014-01
23559,24673,SF RB MC DS MD,MEG,2014,Spring,A,CARMEL MAJIDI,10.55,20,2014-01
23560,24675,MICRO/NANO ROBOT,MEG,2014,Spring,A,METIN SITTI,8.96,26,2014-01
23561,24681,COMP AID DESIGN,MEG,2014,Spring,A,KENJI SHIMADA,9.4,43,2014-01
23562,24703,NUML MTHS IN ENGING,MEG,2014,Spring,A,SATBIR SINGH,13.63,24,2014-01
23563,24718,COMPUTNL FLUID DYNM,MEG,2014,Spring,A,C HIGGS,12.26,37,2014-01
23564,24740,CMB AIR POLLUTN CNTR,MEG,2014,Spring,A,ALBERT PRESTO,8.88,17,2014-01
23565,24752,INTRO SOLID MECH II,MEG,2014,Spring,A,LUCA DESERI,10.5,6,2014-01
23566,24787,ARF IN MC LRNG EN DS,MEG,2014,Spring,A,meicholt,13.52,23,2014-01
23567,27100,ENG MATERLS OF FUTRE,MSE,2014,Spring,1,MICHAEL BOCKSTALLER,6.4,43,2014-01
23568,27100,ENG MATERLS OF FUTRE,MSE,2014,Spring,A,ROBERT HEARD,5.64,14,2014-01
23569,27100,ENG MATERLS OF FUTRE,MSE,2014,Spring,B,ROBERT HEARD,4.31,13,2014-01
23570,27100,ENG MATERLS OF FUTRE,MSE,2014,Spring,C,ROBERT HEARD,5.75,12,2014-01
23572,27202,DEFECTS IN MATLS,MSE,2014,Spring,A,PAUL SALVADOR,9.4,30,2014-01
23573,27216,TRANSPRT IN MATERIAL,MSE,2014,Spring,A,ELIZABETH HOLM,8.1,29,2014-01
23574,27323,POWDER PROCESS MATRL,MSE,2014,Spring,A,PAUL SALVADOR,7.67,9,2014-01
23575,27357,INTRO TO MATLS SELEC,MSE,2014,Spring,A3,PETRUS PISTORIUS,7.0,18,2014-01
23576,27367,SELECT PERFRMC MATRL,MSE,2014,Spring,A,ROBERT HEARD,6.23,22,2014-01
23577,27410,COMPTTNL TECHNQS ENG,MSE,2014,Spring,A,ELIAS TOWE,11.0,6,2014-01
23578,27565,NANOSTRUCTRD MATRLS,MSE,2014,Spring,A,MOHAMMAD ISLAM,7.75,12,2014-01
23579,27705,NANOSTRUCD MATERIALS,MSE,2014,Spring,A,MOHAMMAD ISLAM,12.47,19,2014-01
23580,27724,MATERIALS ENGY STRGE,MSE,2014,Spring,A4,JAY WHITACRE,10.41,44,2014-01
23581,27727,MCHL BEHV EXTM ENVR,MSE,2014,Spring,A3,WARREN GARRISON,8.92,24,2014-01
23582,27750,ADV CHAR MICRO ANLYS,MSE,2014,Spring,A,ANTHONY ROLLETT,15.0,19,2014-01
23583,27763,ELECTRON OPTICS,MSE,2014,Spring,A,MARC DEGRAEF,8.21,14,2014-01
23584,27770,ELECTRON MAG OP PROP,MSE,2014,Spring,A,MAREK SKOWRONSKI,9.71,7,2014-01
23585,27782,PHASE TRNS SOLIDS I,MSE,2014,Spring,A,DAVID LAUGHLIN,8.94,16,2014-01
23586,96703,MTRCS SFTWR ENGINERS,SV,2014,Spring,A4,CECILE PERAIRE,13.92,13,2014-01
23587,96703,MTRCS SFTWR ENGINERS,SV,2014,Spring,B4,HAKAN ERDOGMUS,17.5,6,2014-01
23588,96709,AVDG SW PROJ FAILURE,SV,2014,Spring,A3,BRIAN DRUMMOND,10.54,13,2014-01
23590,96714,JVA SMRT PHONE DEVLP,SV,2014,Spring,A,SUKHJIT SINGH,16.8,6,2014-01
23591,96736,SPC TPC: SERV ORT CM,SV,2014,Spring,A,JIA ZHANG,11.75,12,2014-01
23592,96781,METRICS SFTWR MNGRS,SV,2014,Spring,A4,GLADYS MERCIER,10.2,15,2014-01
23593,96782,PROCESS PROJECT MGMT,SV,2014,Spring,A3,CECILE PERAIRE,13.58,12,2014-01
23594,96782,PROCESS PROJECT MGMT,SV,2014,Spring,B3,HAKAN ERDOGMUS,17.06,17,2014-01
23595,96782,PROCESS PROJECT MGMT,SV,2014,Spring,C3,SHERYL ROOT,15.36,15,2014-01
23596,96783,MNGING SFTWRE PROFES,SV,2014,Spring,A4,WILLIAM MILHOLLAND,10.71,7,2014-01
23597,96783,MNGING SFTWRE PROFES,SV,2014,Spring,B4,GLADYS MERCIER,11.54,13,2014-01
23598,96790,SFTWR PRODUCT STRAT,SV,2014,Spring,A3,ANTHONY WASSERMAN,16.17,6,2014-01
23599,96790,SFTWR PRODUCT STRAT,SV,2014,Spring,B3,ANTHONY WASSERMAN,15.27,11,2014-01
23600,96791,BUSINESS OF SOFTWARE,SV,2014,Spring,A4,RAVI THOMAS,12.33,9,2014-01
23601,96791,BUSINESS OF SOFTWARE,SV,2014,Spring,B4,RAVI THOMAS,11.0,10,2014-01
23602,96808,ORG BEH HGH-TCH KNWL,SV,2014,Spring,A4,SHERYL ROOT,11.0,8,2014-01
23603,96809,ENTERPRISE INNOV,SV,2014,Spring,A,JOHN EVANS,11.14,7,2014-01
23604,96822,THE MOBILE ECOSYSTEM,SV,2014,Spring,A4,WENDY FONG,10.2,10,2014-01
23605,96822,THE MOBILE ECOSYSTEM,SV,2014,Spring,B4,WENDY FONG,7.45,11,2014-01
23607,96827,IMPROV FOR ENGINEERS,SV,2014,Spring,A,Todd at33,2.0,12,2014-01
23608,96838,CRF SF DV,SV,2014,Spring,A,Todd at33,13.57,14,2014-01
23612,42101,INTRODUCTION BIOMED,BMD,2014,Fall,A,NEWELL WASHBURN,8.43,29,2014-09
23613,42201,PRO ISSUES IN BIOMED,BMD,2014,Fall,A,YU-LI WANG,3.11,27,2014-09
23614,42202,PHYSIOLOGY,BMD,2014,Fall,A,PHIL CAMPBELL,8.49,51,2014-09
23615,42203,BIOMED ENG LAB,BMD,2014,Fall,A,CONRAD ZAPANTA,9.62,13,2014-09
23616,42203,BIOMED ENG LAB,BMD,2014,Fall,B,CONRAD ZAPANTA,11.11,9,2014-09
23617,42341,INTRO BIOMECHANICS,BMD,2014,Fall,A,KEITH COOK,8.75,8,2014-09
23618,42401,FNDTN OF BME DESIGN,BMD,2014,Fall,A,CONRAD ZAPANTA,5.21,29,2014-09
23619,42411,ENGINEERING BIOMTRLS,BMD,2014,Fall,A,CHRISTOPHER BETTINGER,8.43,7,2014-09
23620,42431,INT BIO IMG & IM ANA,BMD,2014,Fall,A,GUSTAVO ROHDE,12.73,11,2014-09
23621,42444,MEDICAL DEVICES,BMD,2014,Fall,A,DENNIS TRUMBLE,7.57,7,2014-09
23622,42447,REHABTATN ENGINEERG,BMD,2014,Fall,1,LINDA VAN ROOSMALEN,8.6,11,2014-09
23623,42611,ENGINEERING BIOMTERL,BMD,2014,Fall,A,CHRISTOPHER BETTINGER,12.43,8,2014-09
23624,42620,ENG MLC CELL BIOLOGY,BMD,2014,Fall,A,GE YANG,9.5,19,2014-09
23626,42631,NEURAL DATA ANALYSIS,BMD,2014,Fall,A,STEVEN CHASE,10.08,13,2014-09
23627,42641,BIO-INSPIRED ROBTCS,BMD,2014,Fall,A,HAMIDREZA MARVI,10.44,9,2014-09
23628,42662,STATS FOR BME RES,BMD,2014,Fall,A,MATTHEW QUIGLEY,8.5,12,2014-09
23629,42698,SPECIAL TOPICS,BMD,2014,Fall,C,MICHAEL MCCANN,10.62,13,2014-09
23630,42698,SPECIAL TOPICS,BMD,2014,Fall,D,ALAN ROSENBLOOM,6.5,10,2014-09
23631,42699,SPECIAL TOPICS,BMD,2014,Fall,L,JAMES ANTAKI,8.35,20,2014-09
23632,42744,MEDICAL DEVICES,BMD,2014,Fall,A,DENNIS TRUMBLE,6.65,20,2014-09
23633,12201,GEOLOGY,CEE,2014,Fall,A,ALAN JACOBS,5.12,25,2014-09
23634,12421,ENGINEERNG ECONOMICS,CEE,2014,Fall,A1,MATTEO POZZI,11.09,33,2014-09
23635,12600,AUTOCAD,CEE,2014,Fall,A2,KRISTEN KURLAND,4.74,34,2014-09
23636,12635,STRUCTURAL ANALYSIS,CEE,2014,Fall,A,JAMES THOMPSON,14.44,10,2014-09
23637,12636,GEOTECHNICAL ENGINR,CEE,2014,Fall,A,THOMAS LEECH,9.33,9,2014-09
23639,12659,SP TOPICS MATLAB,CEE,2014,Fall,A1,SUSAN FINGER,9.04,25,2014-09
23640,12659,SP TOPICS MATLAB,CEE,2014,Fall,A2,SUSAN FINGER,10.16,26,2014-09
23644,12702,FND WATER QUALTY ENG,CEE,2014,Fall,A,BRAD BIAGINI,10.69,17,2014-09
23645,12703,NUMERCL MTHD ENGING,CEE,2014,Fall,A,YONGJIE ZHANG,12.55,11,2014-09
23646,12704,PR EST MTHD ENG SYS,CEE,2014,Fall,A,MITCHELL SMALL,11.03,38,2014-09
23647,12704,PR EST MTHD ENG SYS,CEE,2014,Fall,B,IRVING OPPENHEIM,10.74,23,2014-09
23648,12706,CIV SYS INV PLN PRCE,CEE,2014,Fall,A,H SCOTT MATTHEWS,17.5,32,2014-09
23649,12706,CIV SYS INV PLN PRCE,CEE,2014,Fall,B,JOHN MATSUMURA,16.25,36,2014-09
23650,12712,INTRO SUSTNBL ENGRG,CEE,2014,Fall,A,CHRIS HENDRICKSON,9.4,25,2014-09
23651,12712,INTRO SUSTNBL ENGRG,CEE,2014,Fall,B,JEANNE VANBRIESEN,12.5,10,2014-09
23652,12720,WATER RESOURCE CHEM,CEE,2014,Fall,A,DAVID DZOMBAK,10.04,23,2014-09
23653,12725,FTE TRNS PHSCHM PROC,CEE,2014,Fall,A,GREGORY LOWRY,16.24,25,2014-09
23654,12734,SP TP STR HLTH MNTG,CEE,2014,Fall,A2,HAE YOUNG NOH,11.88,17,2014-09
23655,12740,DATA ACQUISITION,CEE,2014,Fall,A1,MARIO BERGES,11.32,37,2014-09
23656,12741,DATA MANAGEMENT,CEE,2014,Fall,A2,MATTEO POZZI,8.5,45,2014-09
23657,12746,ST: PYTHON PROTOTYP,CEE,2014,Fall,A1,XUESONG LIU,11.16,39,2014-09
23658,12747,SP TP: SUSTNBL BLDG,CEE,2014,Fall,A1,KATHARINE FLYNN,6.9,29,2014-09
23659,12748,SP TPC MCH EL SY DES,CEE,2014,Fall,A2,GERRY MATTERN,8.06,32,2014-09
23660,12749,ST: CLIM CHGE ADAPT,CEE,2014,Fall,A1,CONSTANTINOS SAMARAS,8.91,32,2014-09
23661,12751,AIR QUALTY ENGINEERG,CEE,2014,Fall,A,CHRISTOPHER SULLIVAN,11.5,6,2014-09
23662,12752,ST: DATA BLDG EN MGT,CEE,2014,Fall,A2,MARIO BERGES,14.71,17,2014-09
23664,12777,MECHNC FRACTR FATIGE,CEE,2014,Fall,A,JACK BEUTH,11.0,6,2014-09
23666,12790,TEACHING WORKSHOP,CEE,2014,Fall,A,DAVID DZOMBAK,2.33,9,2014-09
23667,12794,GRADUATE SEMINAR,CEE,2014,Fall,A,KELVIN GREGORY,5.08,13,2014-09
23668,12794,GRADUATE SEMINAR,CEE,2014,Fall,B,MARIO BERGES,4.75,8,2014-09
23669,12794,GRADUATE SEMINAR,CEE,2014,Fall,C,KAUSHIK DAYAL,5.0,7,2014-09
23670,12794,GRADUATE SEMINAR,CEE,2014,Fall,D,DAVID DZOMBAK,3.13,113,2014-09
23672,12798,SP TP: PROFNL COMMNC,CEE,2014,Fall,A,ANDREA FRANCIONI ROONEY,5.3,11,2014-09
23673,12765,INT CLM ADP INN CRTL,CEE,2014,Fall,A2,KELLY KLIMA,7.75,12,2014-09
23674,06100,INTRO TO CHEM ENGR,CHE,2014,Fall,1,JAMES SCHNEIDER,9.52,40,2014-09
23675,06221,THERMODYNAMICS,CHE,2014,Fall,A,KRIS DAHL,9.06,51,2014-09
23676,06222,SOPH CHEM ENGNRG SEM,CHE,2014,Fall,A,MICHAEL DOMACH,2.08,40,2014-09
23677,06321,CHEM ENGR THERMDYNMC,CHE,2014,Fall,A,NIKOLAOS SAHINIDIS,12.11,27,2014-09
23678,06322,JUNIOR CHEM ENG SEMR,CHE,2014,Fall,A,MICHAEL DOMACH,2.0,14,2014-09
23679,06323,HEAT & MASS TRANSFER,CHE,2014,Fall,A,SUSANA STEPPAN,10.74,21,2014-09
23680,06423,UNIT OPERATIONS LAB,CHE,2014,Fall,1,B ERIK YDSTIE,10.35,34,2014-09
23682,06500,SPECIAL TOPICS,CHE,2014,Fall,A,JEFFREY SIIROLA,8.33,26,2014-09
23683,06606,COMP MTH L SC PR DS,CHE,2014,Fall,A,LORENZ BIEGLER,13.93,14,2014-09
23684,06608,SAFTY IN SCI/ENG PRA,CHE,2014,Fall,A,PAUL SIDES,3.42,50,2014-09
23685,06609,PHYS CHEM MACROMOL,CHE,2014,Fall,A,TOMASZ KOWALEWSKI,7.7,10,2014-09
23686,06611,SPEC TOPICS,CHE,2014,Fall,A,KATHRYN WHITEHEAD,6.83,18,2014-09
23687,06619,SEMICON PROCESS TECH,CHE,2014,Fall,A,PAUL SIDES,10.11,10,2014-09
23688,06623,MTHML MDL CHM ENG PC,CHE,2014,Fall,A,LYNN WALKER,12.02,41,2014-09
23689,06625,CHMCL & REACTV SYSTM,CHE,2014,Fall,A,JOHN KITCHIN,12.42,40,2014-09
23690,06679,INTRO METEOROLOGY,CHE,2014,Fall,A,PETER ADAMS,9.0,6,2014-09
23691,06703,ADV FLUID DYNAMICS,CHE,2014,Fall,A,ADITYA KHAIR,12.36,11,2014-09
23692,06705,ADV CHE THRMODYNMCS,CHE,2014,Fall,A,ROBERT TILTON,12.54,13,2014-09
23693,06712,SP TP CLLDS & DSPRSN,CHE,2014,Fall,A,DENNIS PRIEVE,8.0,7,2014-09
23694,06713,MATH TECH CHEM ENGR,CHE,2014,Fall,A,MYUNG JHON,9.88,8,2014-09
23695,06800,CHE GRADUATE SEMINAR,CHE,2014,Fall,A,MICHAEL DOMACH,2.86,29,2014-09
23697,06815,SP TP: PSE,CHE,2014,Fall,A,CHRYSANTHOS GOUNARIS,9.33,12,2014-09
23698,06820,PSE SEMINAR,CHE,2014,Fall,A,B ERIK YDSTIE,2.0,10,2014-09
23699,39200,BUSINESS FOR ENGINRS,CIT,2014,Fall,A,MICHAEL LANCET,6.2,10,2014-09
23700,39605,ENGINEERING DSGN PRJ,CIT,2014,Fall,A,JEFFERY HANSEN,10.5,6,2014-09
23701,39610,ENERGY CONVRN & SUPP,CIT,2014,Fall,A1,YOOSUF PICARD,8.73,23,2014-09
23702,39611,ENRY DEMD & UTILZTN,CIT,2014,Fall,A2,CONSTANTINOS SAMARAS,7.74,24,2014-09
23704,18100,INTRO ELEC COMP ENG,ECE,2014,Fall,1,THOMAS SULLIVAN,11.02,87,2014-09
23705,18213,INTR CMPTR SYSTEMS,ECE,2014,Fall,2,GREGORY KESDEN,12.72,18,2014-09
23706,18300,FUND ELECTROMAGNETCS,ECE,2014,Fall,1,JAMES BAIN,9.15,13,2014-09
23707,18320,MICROELECTC CURCUITS,ECE,2014,Fall,1,JEYANANDH PARAMESH,12.2,20,2014-09
23708,18341,LOG DES SIM SYN VER,ECE,2014,Fall,1,DONALD THOMAS,13.67,42,2014-09
